"GEO_ID","id"
"S2702_C01_017E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C01_017M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C01_018E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C01_018M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C01_019E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C01_019M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C01_020E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C01_020M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C01_021E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C01_021M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C01_022E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C01_022M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C01_023E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C01_023M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C01_024E","Total Civilian Noninstitutionalized Population!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C01_024M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C01_025E","Total Civilian Noninstitutionalized Population!!Estimate!!Hispanic or Latino (of any race)"
"S2702_C01_025M","Total Civilian Noninstitutionalized Population!!Margin of Error!!Hispanic or Latino (of any race)"
"S2702_C01_026E","Total Civilian Noninstitutionalized Population!!Estimate!!White alone, not Hispanic or Latino"
"S2702_C01_026M","Total Civilian Noninstitutionalized Population!!Margin of Error!!White alone, not Hispanic or Latino"
"S2702_C01_027E","Total Civilian Noninstitutionalized Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C01_027M","Total Civilian Noninstitutionalized Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C01_028E","Total Civilian Noninstitutionalized Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C01_028M","Total Civilian Noninstitutionalized Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C01_029E","Total Civilian Noninstitutionalized Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C01_029M","Total Civilian Noninstitutionalized Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C01_030E","Total Civilian Noninstitutionalized Population!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C01_030M","Total Civilian Noninstitutionalized Population!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C01_031E","Total Civilian Noninstitutionalized Population!!Estimate!!DISABILITY STATUS!!With a disability"
"S2702_C01_031M","Total Civilian Noninstitutionalized Population!!Margin of Error!!DISABILITY STATUS!!With a disability"
"S2702_C01_032E","Total Civilian Noninstitutionalized Population!!Estimate!!DISABILITY STATUS!!No disability"
"S2702_C01_032M","Total Civilian Noninstitutionalized Population!!Margin of Error!!DISABILITY STATUS!!No disability"
"S2702_C01_033E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C01_033M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C01_034E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Same house"
"S2702_C01_034M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Same house"
"S2702_C01_035E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S."
"S2702_C01_035M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S."
"S2702_C01_036E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Same county"
"S2702_C01_036M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Same county"
"S2702_C01_037E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county"
"S2702_C01_037M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county"
"S2702_C01_038E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Same state"
"S2702_C01_038M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Same state"
"S2702_C01_039E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Different state"
"S2702_C01_039M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Different House in the U.S.!!Different county!!Different state"
"S2702_C01_040E","Total Civilian Noninstitutionalized Population!!Estimate!!RESIDENCE 1 YEAR AGO!!Abroad"
"S2702_C01_040M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Abroad"
"S2702_C01_041E","Total Civilian Noninstitutionalized Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C01_041M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C01_042E","Total Civilian Noninstitutionalized Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S2702_C01_042M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than high school graduate"
"S2702_C01_043E","Total Civilian Noninstitutionalized Population!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate, GED, or alternative"
"S2702_C01_043M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate, GED, or alternative"
"S2702_C01_044E","Total Civilian Noninstitutionalized Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S2702_C01_044M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree"
"S2702_C01_045E","Total Civilian Noninstitutionalized Population!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S2702_C01_045M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher"
"S2702_C01_046E","Total Civilian Noninstitutionalized Population!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C01_046M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C01_047E","Total Civilian Noninstitutionalized Population!!Estimate!!EMPLOYMENT STATUS!!In labor force"
"S2702_C01_047M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EMPLOYMENT STATUS!!In labor force"
"S2702_C01_048E","Total Civilian Noninstitutionalized Population!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Employed"
"S2702_C01_048M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EMPLOYMENT STATUS!!In labor force!!Employed"
"S2702_C01_049E","Total Civilian Noninstitutionalized Population!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Unemployed"
"S2702_C01_049M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EMPLOYMENT STATUS!!In labor force!!Unemployed"
"S2702_C01_050E","Total Civilian Noninstitutionalized Population!!Estimate!!EMPLOYMENT STATUS!!Not in labor force"
"S2702_C01_050M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EMPLOYMENT STATUS!!Not in labor force"
"S2702_C01_051E","Total Civilian Noninstitutionalized Population!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C01_051M","Total Civilian Noninstitutionalized Population!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C01_052E","Total Civilian Noninstitutionalized Population!!Estimate!!WORK EXPERIENCE!!Worked full-time, year round in the past 12 months"
"S2702_C01_052M","Total Civilian Noninstitutionalized Population!!Margin of Error!!WORK EXPERIENCE!!Worked full-time, year round in the past 12 months"
"S2702_C01_053E","Total Civilian Noninstitutionalized Population!!Estimate!!WORK EXPERIENCE!!Worked less than full-time, year round in the past 12 months"
"S2702_C01_053M","Total Civilian Noninstitutionalized Population!!Margin of Error!!WORK EXPERIENCE!!Worked less than full-time, year round in the past 12 months"
"S2702_C01_054E","Total Civilian Noninstitutionalized Population!!Estimate!!WORK EXPERIENCE!!Did not work"
"S2702_C01_054M","Total Civilian Noninstitutionalized Population!!Margin of Error!!WORK EXPERIENCE!!Did not work"
"S2702_C01_055E","Total Civilian Noninstitutionalized Population!!Estimate!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C01_055M","Total Civilian Noninstitutionalized Population!!Margin of Error!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C01_056E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C01_056M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C01_057E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C01_057M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C01_058E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C01_058M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C01_059E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C01_059M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C01_060E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Local government workers"
"S2702_C01_060M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Local government workers"
"S2702_C01_061E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!State government workers"
"S2702_C01_061M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!State government workers"
"S2702_C01_062E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Federal government workers"
"S2702_C01_062M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Federal government workers"
"S2702_C01_063E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C01_063M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C01_064E","Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C01_064M","Total Civilian Noninstitutionalized Population!!Margin of Error!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C01_065E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C01_065M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C01_066E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Construction"
"S2702_C01_066M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Construction"
"S2702_C01_067E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Manufacturing"
"S2702_C01_067M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Manufacturing"
"S2702_C01_068E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Wholesale trade"
"S2702_C01_068M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S2702_C01_069E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Retail trade"
"S2702_C01_069M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Retail trade"
"S2702_C01_070E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C01_070M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C01_071E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Information"
"S2702_C01_071M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Information"
"S2702_C01_072E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C01_072M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C01_073E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C01_073M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C01_074E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C01_074M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C01_075E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C01_075M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C01_076E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S2702_C01_076M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S2702_C01_077E","Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Public administration"
"S2702_C01_077M","Total Civilian Noninstitutionalized Population!!Margin of Error!!INDUSTRY!!Public administration"
"S2702_C01_078E","Total Civilian Noninstitutionalized Population!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C01_078M","Total Civilian Noninstitutionalized Population!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C01_079E","Total Civilian Noninstitutionalized Population!!Estimate!!OCCUPATION!!Service occupations"
"S2702_C01_079M","Total Civilian Noninstitutionalized Population!!Margin of Error!!OCCUPATION!!Service occupations"
"S2702_C01_080E","Total Civilian Noninstitutionalized Population!!Estimate!!OCCUPATION!!Sales and office occupations"
"S2702_C01_080M","Total Civilian Noninstitutionalized Population!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S2702_C01_081E","Total Civilian Noninstitutionalized Population!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C01_081M","Total Civilian Noninstitutionalized Population!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C01_082E","Total Civilian Noninstitutionalized Population!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C01_082M","Total Civilian Noninstitutionalized Population!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C01_083E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C01_083M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C01_084E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$1 to $4,999 or loss"
"S2702_C01_084M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$1 to $4,999 or loss"
"S2702_C01_085E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$5,000 to $14,999"
"S2702_C01_085M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$5,000 to $14,999"
"S2702_C01_086E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$15,000 to $24,999"
"S2702_C01_086M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$15,000 to $24,999"
"S2702_C01_087E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $34,999"
"S2702_C01_087M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $34,999"
"S2702_C01_088E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$35,000 to $49,999"
"S2702_C01_088M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$35,000 to $49,999"
"S2702_C01_089E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C01_089M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C01_090E","Total Civilian Noninstitutionalized Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 or more"
"S2702_C01_090M","Total Civilian Noninstitutionalized Population!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 or more"
"S2702_C01_091E","Total Civilian Noninstitutionalized Population!!Estimate!!Median earnings (dollars)"
"S2702_C01_091M","Total Civilian Noninstitutionalized Population!!Margin of Error!!Median earnings (dollars)"
"S2702_C01_092E","Total Civilian Noninstitutionalized Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C01_092M","Total Civilian Noninstitutionalized Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C01_093E","Total Civilian Noninstitutionalized Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Under $25,000"
"S2702_C01_093M","Total Civilian Noninstitutionalized Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!Under $25,000"
"S2702_C01_094E","Total Civilian Noninstitutionalized Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $49,999"
"S2702_C01_094M","Total Civilian Noninstitutionalized Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$25,000 to $49,999"
"S2702_C01_095E","Total Civilian Noninstitutionalized Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C01_095M","Total Civilian Noninstitutionalized Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2702_C01_096E","Total Civilian Noninstitutionalized Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 to $99,999"
"S2702_C01_096M","Total Civilian Noninstitutionalized Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$75,000 to $99,999"
"S2702_C01_097E","Total Civilian Noninstitutionalized Population!!Estimate!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$100,000 and over"
"S2702_C01_097M","Total Civilian Noninstitutionalized Population!!Margin of Error!!HOUSEHOLD INCOME (IN 2011 INFLATION ADJUSTED DOLLARS)!!$100,000 and over"
"S2702_C01_098E","Total Civilian Noninstitutionalized Population!!Estimate!!Median household income of householders"
"S2702_C01_098M","Total Civilian Noninstitutionalized Population!!Margin of Error!!Median household income of householders"
"S2702_C01_099E","Total Civilian Noninstitutionalized Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C01_099M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C01_100E","Total Civilian Noninstitutionalized Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Below 50 percent of the poverty level"
"S2702_C01_100M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Below 50 percent of the poverty level"
"S2702_C01_101E","Total Civilian Noninstitutionalized Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!50 to 99 percent of the poverty level"
"S2702_C01_101M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!50 to 99 percent of the poverty level"
"S2702_C01_102E","Total Civilian Noninstitutionalized Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!100 to 149 percent of the poverty level"
"S2702_C01_102M","Total Civilian Noninstitutionalized Population!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!100 to 149 percent of the poverty level"
