"GEO_ID","id"
"S2702_C01_025E","Total!!Estimate!!Hispanic or Latino (of any race)"
"S2702_C01_025M","Total!!Margin of Error!!Hispanic or Latino (of any race)"
"S2702_C01_026E","Total!!Estimate!!White alone, not Hispanic or Latino"
"S2702_C01_026M","Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S2702_C01_027E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C01_027M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C01_028E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C01_028M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C01_029E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C01_029M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C01_030E","Total!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C01_030M","Total!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C01_031E","Total!!Estimate!!DISABILITY STATUS!!With a disability"
"S2702_C01_031M","Total!!Margin of Error!!DISABILITY STATUS!!With a disability"
"S2702_C01_032E","Total!!Estimate!!DISABILITY STATUS!!No disability"
"S2702_C01_032M","Total!!Margin of Error!!DISABILITY STATUS!!No disability"
"S2702_C01_033E","Total!!Estimate!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C01_033M","Total!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C01_034E","Total!!Estimate!!Same house"
"S2702_C01_034M","Total!!Margin of Error!!Same house"
"S2702_C01_035E","Total!!Estimate!!Different House in the U.S."
"S2702_C01_035M","Total!!Margin of Error!!Different House in the U.S."
"S2702_C01_036E","Total!!Estimate!!Different House in the U.S.!!Same county"
"S2702_C01_036M","Total!!Margin of Error!!Different House in the U.S.!!Same county"
"S2702_C01_037E","Total!!Estimate!!Different House in the U.S.!!Different county"
"S2702_C01_037M","Total!!Margin of Error!!Different House in the U.S.!!Different county"
"S2702_C01_038E","Total!!Estimate!!Different House in the U.S.!!Different county!!Same state"
"S2702_C01_038M","Total!!Margin of Error!!Different House in the U.S.!!Different county!!Same state"
"S2702_C01_039E","Total!!Estimate!!Different House in the U.S.!!Different county!!Different state"
"S2702_C01_039M","Total!!Margin of Error!!Different House in the U.S.!!Different county!!Different state"
"S2702_C01_040E","Total!!Estimate!!Abroad"
"S2702_C01_040M","Total!!Margin of Error!!Abroad"
"S2702_C01_041E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C01_041M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C01_042E","Total!!Estimate!!Less than high school graduate"
"S2702_C01_042M","Total!!Margin of Error!!Less than high school graduate"
"S2702_C01_043E","Total!!Estimate!!High school graduate (includes equivalency)"
"S2702_C01_043M","Total!!Margin of Error!!High school graduate (includes equivalency)"
"S2702_C01_044E","Total!!Estimate!!Some college or associate's degree"
"S2702_C01_044M","Total!!Margin of Error!!Some college or associate's degree"
"S2702_C01_045E","Total!!Estimate!!Bachelor's degree or higher"
"S2702_C01_045M","Total!!Margin of Error!!Bachelor's degree or higher"
"S2702_C01_046E","Total!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C01_046M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C01_047E","Total!!Estimate!!In labor force"
"S2702_C01_047M","Total!!Margin of Error!!In labor force"
"S2702_C01_048E","Total!!Estimate!!In labor force!!Employed"
"S2702_C01_048M","Total!!Margin of Error!!In labor force!!Employed"
"S2702_C01_049E","Total!!Estimate!!In labor force!!Unemployed"
"S2702_C01_049M","Total!!Margin of Error!!In labor force!!Unemployed"
"S2702_C01_050E","Total!!Estimate!!Not in labor force"
"S2702_C01_050M","Total!!Margin of Error!!Not in labor force"
"S2702_C01_051E","Total!!Estimate!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C01_051M","Total!!Margin of Error!!WORK EXPERIENCE!!Civilian noninstitutionalized population 16 to 64 years"
"S2702_C01_052E","Total!!Estimate!!Worked full-time, year round in the past 12 months"
"S2702_C01_052M","Total!!Margin of Error!!Worked full-time, year round in the past 12 months"
"S2702_C01_053E","Total!!Estimate!!Worked less than full-time, year round in the past 12 months"
"S2702_C01_053M","Total!!Margin of Error!!Worked less than full-time, year round in the past 12 months"
"S2702_C01_054E","Total!!Estimate!!Did not work"
"S2702_C01_054M","Total!!Margin of Error!!Did not work"
"S2702_C01_055E","Total!!Estimate!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C01_055M","Total!!Margin of Error!!Civilian noninstitutionalized workers 16 years and over"
"S2702_C01_056E","Total!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C01_056M","Total!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers"
"S2702_C01_057E","Total!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C01_057M","Total!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Employee of private company workers"
"S2702_C01_058E","Total!!Estimate!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C01_058M","Total!!Margin of Error!!CLASS OF WORKER!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers"
"S2702_C01_059E","Total!!Estimate!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C01_059M","Total!!Margin of Error!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
"S2702_C01_060E","Total!!Estimate!!CLASS OF WORKER!!Local government workers"
"S2702_C01_060M","Total!!Margin of Error!!CLASS OF WORKER!!Local government workers"
"S2702_C01_061E","Total!!Estimate!!CLASS OF WORKER!!State government workers"
"S2702_C01_061M","Total!!Margin of Error!!CLASS OF WORKER!!State government workers"
"S2702_C01_062E","Total!!Estimate!!CLASS OF WORKER!!Federal government workers"
"S2702_C01_062M","Total!!Margin of Error!!CLASS OF WORKER!!Federal government workers"
"S2702_C01_063E","Total!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C01_063M","Total!!Margin of Error!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers"
"S2702_C01_064E","Total!!Estimate!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C01_064M","Total!!Margin of Error!!CLASS OF WORKER!!Unpaid family workers"
"S2702_C01_065E","Total!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C01_065M","Total!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S2702_C01_066E","Total!!Estimate!!INDUSTRY!!Construction"
"S2702_C01_066M","Total!!Margin of Error!!INDUSTRY!!Construction"
"S2702_C01_067E","Total!!Estimate!!INDUSTRY!!Manufacturing"
"S2702_C01_067M","Total!!Margin of Error!!INDUSTRY!!Manufacturing"
"S2702_C01_068E","Total!!Estimate!!INDUSTRY!!Wholesale trade"
"S2702_C01_068M","Total!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S2702_C01_069E","Total!!Estimate!!INDUSTRY!!Retail trade"
"S2702_C01_069M","Total!!Margin of Error!!INDUSTRY!!Retail trade"
"S2702_C01_070E","Total!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C01_070M","Total!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S2702_C01_071E","Total!!Estimate!!INDUSTRY!!Information"
"S2702_C01_071M","Total!!Margin of Error!!INDUSTRY!!Information"
"S2702_C01_072E","Total!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C01_072M","Total!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S2702_C01_073E","Total!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C01_073M","Total!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S2702_C01_074E","Total!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C01_074M","Total!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S2702_C01_075E","Total!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C01_075M","Total!!Margin of Error!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"S2702_C01_076E","Total!!Estimate!!INDUSTRY!!Other services (except public administration)"
"S2702_C01_076M","Total!!Margin of Error!!INDUSTRY!!Other services (except public administration)"
"S2702_C01_077E","Total!!Estimate!!INDUSTRY!!Public administration"
"S2702_C01_077M","Total!!Margin of Error!!INDUSTRY!!Public administration"
"S2702_C01_078E","Total!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C01_078M","Total!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S2702_C01_079E","Total!!Estimate!!OCCUPATION!!Service occupations"
"S2702_C01_079M","Total!!Margin of Error!!OCCUPATION!!Service occupations"
"S2702_C01_080E","Total!!Estimate!!OCCUPATION!!Sales and office occupations"
"S2702_C01_080M","Total!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S2702_C01_081E","Total!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C01_081M","Total!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S2702_C01_082E","Total!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C01_082M","Total!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S2702_C01_083E","Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C01_083M","Total!!Margin of Error!!EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings"
"S2702_C01_084E","Total!!Estimate!!$1 to $4,999 or loss"
"S2702_C01_084M","Total!!Margin of Error!!$1 to $4,999 or loss"
"S2702_C01_085E","Total!!Estimate!!$5,000 to $14,999"
"S2702_C01_085M","Total!!Margin of Error!!$5,000 to $14,999"
"S2702_C01_086E","Total!!Estimate!!$15,000 to $24,999"
"S2702_C01_086M","Total!!Margin of Error!!$15,000 to $24,999"
"S2702_C01_087E","Total!!Estimate!!$25,000 to $34,999"
"S2702_C01_087M","Total!!Margin of Error!!$25,000 to $34,999"
"S2702_C01_088E","Total!!Estimate!!$35,000 to $49,999"
"S2702_C01_088M","Total!!Margin of Error!!$35,000 to $49,999"
"S2702_C01_089E","Total!!Estimate!!$50,000 to $74,999"
"S2702_C01_089M","Total!!Margin of Error!!$50,000 to $74,999"
"S2702_C01_090E","Total!!Estimate!!$75,000 or more"
"S2702_C01_090M","Total!!Margin of Error!!$75,000 or more"
"S2702_C01_091E","Total!!Estimate!!Median earnings (dollars)"
"S2702_C01_091M","Total!!Margin of Error!!Median earnings (dollars)"
"S2702_C01_092E","Total!!Estimate!!HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C01_092M","Total!!Margin of Error!!HOUSEHOLD INCOME (IN 2017 INFLATION ADJUSTED DOLLARS)!!Total household population"
"S2702_C01_093E","Total!!Estimate!!Under $25,000"
"S2702_C01_093M","Total!!Margin of Error!!Under $25,000"
"S2702_C01_094E","Total!!Estimate!!$25,000 to $49,999"
"S2702_C01_094M","Total!!Margin of Error!!$25,000 to $49,999"
"S2702_C01_095E","Total!!Estimate!!$50,000 to $74,999"
"S2702_C01_095M","Total!!Margin of Error!!$50,000 to $74,999"
"S2702_C01_096E","Total!!Estimate!!$75,000 to $99,999"
"S2702_C01_096M","Total!!Margin of Error!!$75,000 to $99,999"
"S2702_C01_097E","Total!!Estimate!!$100,000 and over"
"S2702_C01_097M","Total!!Margin of Error!!$100,000 and over"
"S2702_C01_098E","Total!!Estimate!!Median household income of householders"
"S2702_C01_098M","Total!!Margin of Error!!Median household income of householders"
"S2702_C01_099E","Total!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C01_099M","Total!!Margin of Error!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined"
"S2702_C01_100E","Total!!Estimate!!Below 50 percent of the poverty level"
"S2702_C01_100M","Total!!Margin of Error!!Below 50 percent of the poverty level"
"S2702_C01_101E","Total!!Estimate!!50 to 99 percent of the poverty level"
"S2702_C01_101M","Total!!Margin of Error!!50 to 99 percent of the poverty level"
"S2702_C01_102E","Total!!Estimate!!100 to 149 percent of the poverty level"
"S2702_C01_102M","Total!!Margin of Error!!100 to 149 percent of the poverty level"
"S2702_C01_103E","Total!!Estimate!!150 to 199 percent of the poverty level"
"S2702_C01_103M","Total!!Margin of Error!!150 to 199 percent of the poverty level"
"S2702_C01_104E","Total!!Estimate!!200 to 299 percent of the poverty level"
"S2702_C01_104M","Total!!Margin of Error!!200 to 299 percent of the poverty level"
"S2702_C01_105E","Total!!Estimate!!At or above 300 percent of the poverty level"
"S2702_C01_105M","Total!!Margin of Error!!At or above 300 percent of the poverty level"
"S2702_C02_001E","Total Uninsured!!Estimate!!Total civilian noninstitutionalized population"
"S2702_C02_001M","Total Uninsured!!Margin of Error!!Total civilian noninstitutionalized population"
"S2702_C02_002E","Total Uninsured!!Estimate!!AGE!!Under 19 years"
"S2702_C02_002M","Total Uninsured!!Margin of Error!!AGE!!Under 19 years"
"S2702_C02_003E","Total Uninsured!!Estimate!!AGE!!Under 19 years!!Under 6 years"
"S2702_C02_003M","Total Uninsured!!Margin of Error!!AGE!!Under 19 years!!Under 6 years"
"S2702_C02_004E","Total Uninsured!!Estimate!!AGE!!Under 19 years!!6 to 18 years"
"S2702_C02_004M","Total Uninsured!!Margin of Error!!AGE!!Under 19 years!!6 to 18 years"
"S2702_C02_005E","Total Uninsured!!Estimate!!AGE!!19 to 64 years"
"S2702_C02_005M","Total Uninsured!!Margin of Error!!AGE!!19 to 64 years"
"S2702_C02_006E","Total Uninsured!!Estimate!!AGE!!19 to 64 years!!19 to 25 years"
"S2702_C02_006M","Total Uninsured!!Margin of Error!!AGE!!19 to 64 years!!19 to 25 years"
"S2702_C02_007E","Total Uninsured!!Estimate!!AGE!!19 to 64 years!!26 to 34 years"
"S2702_C02_007M","Total Uninsured!!Margin of Error!!AGE!!19 to 64 years!!26 to 34 years"
"S2702_C02_008E","Total Uninsured!!Estimate!!AGE!!19 to 64 years!!35 to 44 years"
"S2702_C02_008M","Total Uninsured!!Margin of Error!!AGE!!19 to 64 years!!35 to 44 years"
"S2702_C02_009E","Total Uninsured!!Estimate!!AGE!!19 to 64 years!!45 to 54 years"
"S2702_C02_009M","Total Uninsured!!Margin of Error!!AGE!!19 to 64 years!!45 to 54 years"
"S2702_C02_010E","Total Uninsured!!Estimate!!AGE!!19 to 64 years!!55 to 64 years"
"S2702_C02_010M","Total Uninsured!!Margin of Error!!AGE!!19 to 64 years!!55 to 64 years"
"S2702_C02_011E","Total Uninsured!!Estimate!!AGE!!65 years and older"
"S2702_C02_011M","Total Uninsured!!Margin of Error!!AGE!!65 years and older"
"S2702_C02_012E","Total Uninsured!!Estimate!!AGE!!65 years and older!!65 to 74 years"
"S2702_C02_012M","Total Uninsured!!Margin of Error!!AGE!!65 years and older!!65 to 74 years"
"S2702_C02_013E","Total Uninsured!!Estimate!!AGE!!65 years and older!!75 years and older"
"S2702_C02_013M","Total Uninsured!!Margin of Error!!AGE!!65 years and older!!75 years and older"
"S2702_C02_014E","Total Uninsured!!Estimate!!Median age (years)"
"S2702_C02_014M","Total Uninsured!!Margin of Error!!Median age (years)"
"S2702_C02_015E","Total Uninsured!!Estimate!!SEX!!Male"
"S2702_C02_015M","Total Uninsured!!Margin of Error!!SEX!!Male"
"S2702_C02_016E","Total Uninsured!!Estimate!!SEX!!Female"
"S2702_C02_016M","Total Uninsured!!Margin of Error!!SEX!!Female"
"S2702_C02_017E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C02_017M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S2702_C02_018E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C02_018M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White alone"
"S2702_C02_019E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C02_019M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American alone"
"S2702_C02_020E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C02_020M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native alone"
"S2702_C02_021E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C02_021M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian alone"
"S2702_C02_022E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C02_022M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander alone"
"S2702_C02_023E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C02_023M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race alone"
"S2702_C02_024E","Total Uninsured!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C02_024M","Total Uninsured!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2702_C02_025E","Total Uninsured!!Estimate!!Hispanic or Latino (of any race)"
"S2702_C02_025M","Total Uninsured!!Margin of Error!!Hispanic or Latino (of any race)"
"S2702_C02_026E","Total Uninsured!!Estimate!!White alone, not Hispanic or Latino"
"S2702_C02_026M","Total Uninsured!!Margin of Error!!White alone, not Hispanic or Latino"
"S2702_C02_027E","Total Uninsured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C02_027M","Total Uninsured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born"
"S2702_C02_028E","Total Uninsured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C02_028M","Total Uninsured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born"
"S2702_C02_029E","Total Uninsured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C02_029M","Total Uninsured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized"
"S2702_C02_030E","Total Uninsured!!Estimate!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C02_030M","Total Uninsured!!Margin of Error!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen"
"S2702_C02_031E","Total Uninsured!!Estimate!!DISABILITY STATUS!!With a disability"
"S2702_C02_031M","Total Uninsured!!Margin of Error!!DISABILITY STATUS!!With a disability"
"S2702_C02_032E","Total Uninsured!!Estimate!!DISABILITY STATUS!!No disability"
"S2702_C02_032M","Total Uninsured!!Margin of Error!!DISABILITY STATUS!!No disability"
"S2702_C02_033E","Total Uninsured!!Estimate!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C02_033M","Total Uninsured!!Margin of Error!!RESIDENCE 1 YEAR AGO!!Civilian noninstitutionalized population 1 year and over"
"S2702_C02_034E","Total Uninsured!!Estimate!!Same house"
"S2702_C02_034M","Total Uninsured!!Margin of Error!!Same house"
"S2702_C02_035E","Total Uninsured!!Estimate!!Different House in the U.S."
"S2702_C02_035M","Total Uninsured!!Margin of Error!!Different House in the U.S."
"S2702_C02_036E","Total Uninsured!!Estimate!!Different House in the U.S.!!Same county"
"S2702_C02_036M","Total Uninsured!!Margin of Error!!Different House in the U.S.!!Same county"
"S2702_C02_037E","Total Uninsured!!Estimate!!Different House in the U.S.!!Different county"
"S2702_C02_037M","Total Uninsured!!Margin of Error!!Different House in the U.S.!!Different county"
"S2702_C02_038E","Total Uninsured!!Estimate!!Different House in the U.S.!!Different county!!Same state"
"S2702_C02_038M","Total Uninsured!!Margin of Error!!Different House in the U.S.!!Different county!!Same state"
"S2702_C02_039E","Total Uninsured!!Estimate!!Different House in the U.S.!!Different county!!Different state"
"S2702_C02_039M","Total Uninsured!!Margin of Error!!Different House in the U.S.!!Different county!!Different state"
"S2702_C02_040E","Total Uninsured!!Estimate!!Abroad"
"S2702_C02_040M","Total Uninsured!!Margin of Error!!Abroad"
"S2702_C02_041E","Total Uninsured!!Estimate!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C02_041M","Total Uninsured!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 25 years and over"
"S2702_C02_042E","Total Uninsured!!Estimate!!Less than high school graduate"
"S2702_C02_042M","Total Uninsured!!Margin of Error!!Less than high school graduate"
"S2702_C02_043E","Total Uninsured!!Estimate!!High school graduate (includes equivalency)"
"S2702_C02_043M","Total Uninsured!!Margin of Error!!High school graduate (includes equivalency)"
"S2702_C02_044E","Total Uninsured!!Estimate!!Some college or associate's degree"
"S2702_C02_044M","Total Uninsured!!Margin of Error!!Some college or associate's degree"
"S2702_C02_045E","Total Uninsured!!Estimate!!Bachelor's degree or higher"
"S2702_C02_045M","Total Uninsured!!Margin of Error!!Bachelor's degree or higher"
"S2702_C02_046E","Total Uninsured!!Estimate!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C02_046M","Total Uninsured!!Margin of Error!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 16 years and over"
"S2702_C02_047E","Total Uninsured!!Estimate!!In labor force"
"S2702_C02_047M","Total Uninsured!!Margin of Error!!In labor force"
"S2702_C02_048E","Total Uninsured!!Estimate!!In labor force!!Employed"
"S2702_C02_048M","Total Uninsured!!Margin of Error!!In labor force!!Employed"
"S2702_C02_049E","Total Uninsured!!Estimate!!In labor force!!Unemployed"
