"recordid","date","full_name","last","first","Payee_NamL","Expn_Dscr","baldesig","elected_to_office","incumb","office_type_fin","Filer_ID","Filer_NamL","From_Date","Thru_Date","Rec_Type","Tran_ID","Entity_Cd","Payee_NamF","Expn_Date","Expn_Code","Amount"
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","Blair","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24759","IND","Michele",2010-11-05,"IND",625
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","Political Data, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP25012","OTH",NA,2010-10-19,"IND",260.98
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24977","OTH",NA,2010-10-19,"IND",360.48
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24984","OTH",NA,2010-10-19,"IND",762.72
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24990","OTH",NA,2010-10-19,"IND",890.88
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24998","OTH",NA,2010-10-19,"IND",865.76
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP25004","OTH",NA,2010-10-19,"IND",865.76
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24546","OTH",NA,2010-10-22,"IND",520.87
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24524","OTH",NA,2010-10-14,"IND",520.88
201001997,2010-11-02,"Pam O'Connor","O'Connor","Pam","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Pam O'Connor/City Council/City of Santa Monica/Support","Councilmember/Urban Planner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24532","OTH",NA,2010-10-14,"IND",1456.32
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","Blair","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24757","IND","Michele",2010-11-05,"IND",625
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","Political Data, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP25011","OTH",NA,2010-10-19,"IND",260.98
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24543","OTH",NA,2010-10-19,"IND",360.48
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24983","OTH",NA,2010-10-19,"IND",762.72
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24989","OTH",NA,2010-10-19,"IND",890.88
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24997","OTH",NA,2010-10-19,"IND",865.76
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP25005","OTH",NA,2010-10-19,"IND",865.76
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Printing/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24545","OTH",NA,2010-10-22,"IND",520.87
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24515","OTH",NA,2010-10-14,"IND",520.88
201001993,2010-11-02,"Bob Holbrook","Holbrook","Bob","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Bob Holbrook/City Council/City of Santa Monica/Support","Santa Monica Councilmember/Pharmacist",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24531","OTH",NA,2010-10-14,"IND",1456.32
201001999,2010-11-02,"Ted Winterer","Winterer","Ted",NA,NA,"Planning Commissioner/Writer",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201002000,2010-11-02,"Jean Wyner","Wyner","Jean McNeil",NA,NA,"Community Liaison",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201001998,2010-11-02,"Jerry Rubin","Rubin","Jerry",NA,NA,"No ballot designation",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201001995,2010-11-02,"Jon Mann","Mann","Jon Louis",NA,NA,"Teacher",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201001994,2010-11-02,"Terence Later","Later","Terence",NA,NA,"Entertainment Consultant",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201001992,2010-11-02,"Daniel Cody","Cody","Daniel",NA,NA,"Software Alliance Professional",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201001991,2010-11-02,"Linda Armstrong","Armstrong","Linda",NA,NA,"Data Entry Operator",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","Blair","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24763","IND","Michele",2010-11-05,"IND",625
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","Political Data, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP25014","OTH",NA,2010-10-19,"IND",260.98
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24978","OTH",NA,2010-10-19,"IND",360.48
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24986","OTH",NA,2010-10-19,"IND",762.72
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24992","OTH",NA,2010-10-19,"IND",890.88
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP25000","OTH",NA,2010-10-19,"IND",865.76
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP25007","OTH",NA,2010-10-19,"IND",865.76
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24548","OTH",NA,2010-10-22,"IND",520.87
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24526","OTH",NA,2010-10-14,"IND",520.88
201002005,2010-11-02,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Terry O'Day/City Council/City of Santa Monica/Support","Appointed Councilmember/Environmentalist",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24534","OTH",NA,2010-10-14,"IND",1456.32
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","Blair","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24765","IND","Michele",2010-11-05,"IND",625
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","Political Data, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24544","OTH",NA,2010-10-19,"IND",260.98
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24539","OTH",NA,2010-10-19,"IND",890.88
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24540","OTH",NA,2010-10-19,"IND",865.76
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24541","OTH",NA,2010-10-19,"IND",762.72
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24542","OTH",NA,2010-10-19,"IND",865.76
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24976","OTH",NA,2010-10-19,"IND",360.48
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-10-17,2010-12-31,"EXPN","EXP24549","OTH",NA,2010-10-22,"IND",520.88
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24527","OTH",NA,2010-10-14,"IND",520.87
201002001,2010-11-02,"Gleam Davis","Davis","Gleam Olivia","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Gleam Davis/City Council/City of Santa Monica/Support","Appointed Santa Monica Councilmember",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2010-07-01,2010-10-16,"EXPN","EXP24535","OTH",NA,2010-10-14,"IND",1456.32
201002004,2010-11-02,"Robert Kronovet","Kronovet","Robert",NA,NA,"Santa Monica Rent Board Commissioner",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201002003,2010-11-02,"Susan Harley","Harley","Susan",NA,NA,"Employee/Tenant Attorney",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201002002,2010-11-02,"David Ganezer","Ganezer","David",NA,NA,"Local Newspaper Publisher",FALSE,"N","City Council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","Santa Monica Daily Press, Inc.","Voter Guide Insert/Support/Ted Winterer/City Council, City of Santa Monica","Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29508","OTH",NA,2012-10-17,"IND",1050
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Ted Winterer/City Council, City of Santa Monica","Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29519","OTH",NA,2012-10-17,"IND",1894.48
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","T/O Printing, Mailing & Direct Solutions, Inc.","Doorhanger/Support/Ted Winterer/City Council, City of Santa Monica","Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29524","OTH",NA,2012-10-17,"IND",490.6
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Ted Winterer/City Council, City of Santa Monica","Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29529","OTH",NA,2012-10-17,"IND",2262.34
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Ted Winterer/City Council, City of Santa Monica","Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29534","OTH",NA,2012-10-17,"IND",2119.54
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","Ted Winterer for City Council 2012",NA,"Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29515","COM",NA,2012-10-18,"CTB",325
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","Blair","Mailers/Support/Ted Winterer/City Council, City of Santa Monica","Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-10-21,2012-12-31,"EXPN","EXP29570","IND","Michele",2012-11-08,"IND",1430
201201476,2012-11-06,"Ted Winterer","Winterer","Ted","Political Data, Inc.","Mailers/Support/Ted Winterer/City Council, City of Santa Monica","Planning Commissioner",TRUE,"N","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-10-21,2012-12-31,"EXPN","EXP29552","OTH",NA,2012-10-30,"IND",251.48
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","Re-Elect City Councilmember Terry O'Day 2012",NA,"Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29514","COM",NA,2012-10-18,"CTB",325
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","Santa Monica Daily Press, Inc.","Voter Guide Insert/Support/Terry O'Day/City Council, City of Santa Monica","Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29506","OTH",NA,2012-10-17,"IND",1050
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Terry O'Day/City Council, City of Santa Monica","Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29521","OTH",NA,2012-10-17,"IND",1894.48
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Doorhanger/Support/Terry O'Day/City Council, City of Santa Monica","Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29526","OTH",NA,2012-10-17,"IND",490.6
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Terry O'Day/City Council, City of Santa Monica","Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29531","OTH",NA,2012-10-17,"IND",2262.34
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Terry O'Day/City Council, City of Santa Monica","Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29536","OTH",NA,2012-10-17,"IND",2119.54
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","Blair","Mailers/Support/Terry O'Day/City Council, City of Santa Monica","Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-10-21,2012-12-31,"EXPN","EXP29574","IND","Michele",2012-11-08,"IND",1430
201201477,2012-11-06,"Terry O'Day","O'Day","Terry","Political Data, Inc.","Mailers/Support/Terry O'Day/City Council, City of Santa Monica","Councilmember/Environmental Executive",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-10-21,2012-12-31,"EXPN","EXP29556","OTH",NA,2012-10-30,"IND",251.48
201201478,2012-11-06,"Gleam Davis","Davis","Gleam O.","Gleam Davis for City Council 2012",NA,"Santa Monica Councilmember",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29516","COM",NA,2012-10-18,"CTB",325
201201478,2012-11-06,"Gleam Davis","Davis","Gleam O.","Santa Monica Daily Press, Inc.","Voter Guide Insert/Support/Gleam Davis/City Council, City of Santa Monica","Santa Monica Councilmember",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29502","OTH",NA,2012-10-17,"IND",1050
201201478,2012-11-06,"Gleam Davis","Davis","Gleam O.","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Gleam Davis/City Council, City of Santa Monica","Santa Monica Councilmember",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29520","OTH",NA,2012-10-17,"IND",1894.48
201201478,2012-11-06,"Gleam Davis","Davis","Gleam O.","T/O Printing, Mailing & Direct Solutions, Inc.","Doorhanger/Support/Gleam Davis/City Council, City of Santa Monica","Santa Monica Councilmember",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29525","OTH",NA,2012-10-17,"IND",490.6
201201478,2012-11-06,"Gleam Davis","Davis","Gleam O.","T/O Printing, Mailing & Direct Solutions, Inc.","Mailer/Support/Gleam Davis/City Council, City of Santa Monica","Santa Monica Councilmember",TRUE,"Y","City Council","1225795","Santa Monica Police Officers Association for a Better Community",2012-07-01,2012-10-20,"EXPN","EXP29530","OTH",NA,2012-10-17,"IND",2262.34
