"","Australia","Austria","Belgium","Canada","Chile","Croatia","Cyprus","Czech Republic","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Israel","Italy","Japan","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Norway","Panama","Poland","Portugal","Seychelles","Slovak Republic","Slovenia","South Korea","Spain","Sweden","Switzerland","United Arab Emirates","United Kingdom","United States","Uruguay"
"Portugal",-0.233315691257899,0.982909073737189,0.633678250419124,0.928909428808083,-0.0830091497053321,0.967876657359161,0.967523053482885,0.75145136107309,0.948954830201112,0.913156534877826,0.847401647004865,0.816241662738381,0.975262395191274,0.981645747912586,0.976297830529146,0.284103912511697,0.460100598598637,0.0128130496547336,0.982760045930969,0.706070208420763,0.942184542532654,0.962055806091003,0.935446898496938,0.880478762810343,0.785169661167791,0.937613368407709,0.475964912634756,0.979031179809848,1,0.017816465406518,0.866996032715741,0.939732097590447,0.330810882229156,0.774748697933635,0.94102539833222,0.904548919941079,0.718386079899971,0.904798935713188,0.891538983587012,0.879184000090939
"Seychelles",0.129405346370105,-0.000111005558798187,-0.0630934414906663,-0.0274503207651294,0.192255642967505,0.0410768148271385,0.0228197917949147,-0.0382766582048823,-0.0178344895455639,0.0318534242993381,-0.0374277318589062,-0.0625449938762657,-0.00458970587221816,0.00655282986817192,0.0206490479632712,-0.0966612278806145,-0.147576886045977,0.0201185899428114,-0.0144520934656897,0.0705888454257107,0.0455058446990184,0.0376534813825351,0.0271510328021999,-0.0282648635001186,-0.0532039274755823,-0.0315585083379304,0.343294894984851,6.45167633765407e-05,0.017816465406518,1,-0.0225017476863708,0.00400610555374091,-0.00951070673954414,-0.0813741367071529,0.091374645433247,-0.0200758232984569,0.00861702698815524,-0.0610717562638873,0.164359862812265,0.0709078544406621
"Slovak Republic",-0.273304293251008,0.857333842642292,0.911884493954794,0.810735868322562,-0.105472001067655,0.870333388495806,0.877896281260816,0.971664889971525,0.886923309962894,0.664925359603956,0.775686834876515,0.954821638887165,0.887321577752085,0.840087852399282,0.855117392273767,0.505532475619507,0.647459910101862,0.103279571441985,0.880743013151354,0.521550134887194,0.803285693189494,0.76549519518101,0.907747601487249,0.921656195613284,0.969185919417543,0.814075210120884,0.387642782586484,0.907084272509239,0.866996032715741,-0.0225017476863708,1,0.9592356160835,0.211043410731281,0.868681887904435,0.726799432953952,0.953692093742317,0.787211556909428,0.959894220620146,0.716301728589734,0.715926299203903
"Slovenia",-0.253725158995822,0.921022065163498,0.824141128473708,0.865817514760125,-0.107317805868341,0.957029576994779,0.949964544805089,0.888056804515033,0.931095124155225,0.796622001953828,0.814137098335298,0.891383426557918,0.946902623975699,0.911780301899349,0.924750186249819,0.372210650452288,0.535949160951192,0.0002298999502066,0.947207742942379,0.620824062189488,0.899988178569202,0.881687129870168,0.953984075759992,0.901830355745239,0.894799466344584,0.87483584954729,0.429962401484209,0.955426188400814,0.939732097590447,0.00400610555374091,0.9592356160835,1,0.305468626345502,0.815690412015036,0.843637226693288,0.958594093629438,0.741030456934673,0.929781827466676,0.805223404423767,0.826801730759122
"South Korea",-0.109620243069737,0.332172304472109,0.0408452665232972,0.267132088853322,-0.241393469320022,0.418215881802147,0.37429250795588,0.11898656477896,0.330610438933411,0.450680846929334,0.29510724135072,0.141439752158596,0.327414374683605,0.367615205084781,0.384710855838401,-0.00402737401145559,-0.0720350489190135,0.025360642426461,0.319099859636667,0.401249847967125,0.424700380383344,0.425033501472572,0.243323975305314,0.31867280928618,0.161875297002646,0.329744117803045,0.182123432794393,0.305947228496267,0.330810882229156,-0.00951070673954414,0.211043410731281,0.305468626345502,1,0.234882453406206,0.338134342536882,0.22462937300944,0.0784970908778259,0.17923543923223,0.312170192869737,0.439562286786643
"Spain",-0.125348405475999,0.785040537842221,0.798972961413085,0.72915300807014,-0.188482024442203,0.748213246167199,0.750190383427932,0.862995077478236,0.86028898102838,0.613887228339402,0.703267203516673,0.921323389480601,0.807237104795136,0.775830491161789,0.764631956908855,0.608564532827218,0.659981778025782,0.412669111551375,0.782432161141015,0.571750418287406,0.66700403478801,0.652895915242922,0.798023388447333,0.897028534868807,0.885475848147235,0.816789414334046,0.403920550295381,0.784827409255941,0.774748697933635,-0.0813741367071529,0.868681887904435,0.815690412015036,0.234882453406206,1,0.586749299863098,0.847041321572303,0.749630828731473,0.875255518240453,0.669098737111238,0.635602555358145
"Sweden",-0.255382840750201,0.920244453937217,0.43733306692686,0.90922785664553,0.0803938768432352,0.934620211521709,0.924893213744848,0.569900843996566,0.874365340200611,0.93844072229494,0.81695583578547,0.638293201574327,0.90804243662989,0.927068498612385,0.941389485685516,0.0930134802814008,0.279634731502424,-0.0890269859488697,0.911631155889026,0.698185978580203,0.948403409743418,0.969759434069133,0.846287974708337,0.74867328682407,0.613447366452869,0.854982746310205,0.509369265937115,0.908459260594493,0.94102539833222,0.091374645433247,0.726799432953952,0.843637226693288,0.338134342536882,0.586749299863098,1,0.784081276563325,0.649905647794873,0.769485485490581,0.881462360478141,0.894343202098254
"Switzerland",-0.204002237091364,0.920677561787574,0.841145285329594,0.798842452246259,-0.137713918610639,0.893806721695862,0.900880402253644,0.897807638445606,0.888150823792583,0.711944937291313,0.729692713278945,0.943904507776335,0.943379952509324,0.896469518206238,0.878635103766491,0.41088107836634,0.532349740489023,-0.0390423564936848,0.94728035982284,0.531547957261265,0.815124733846494,0.81775843391602,0.955299838670153,0.8676330297878,0.873301409375988,0.895133087901793,0.345175824844334,0.950142227042608,0.904548919941079,-0.0200758232984569,0.953692093742317,0.958594093629438,0.22462937300944,0.847041321572303,0.784081276563325,1,0.672969942690457,0.916020316382061,0.732648322601901,0.71872076559888
"United Arab Emirates",-0.355962293412077,0.664757732876059,0.686147858417053,0.805938248766345,0.26721708413169,0.697751993766194,0.691619950816068,0.773532218129723,0.77778493955332,0.581166375409563,0.744963821924316,0.74937009146071,0.669426079321211,0.671742840508589,0.719883460702373,0.375082728220747,0.632070198077964,0.376194966362867,0.65396502382247,0.48536759480468,0.668548015107841,0.622954653857157,0.66189272872097,0.807305259631619,0.816477168471142,0.600540410111654,0.511906366665956,0.69937704330468,0.718386079899971,0.00861702698815524,0.787211556909428,0.741030456934673,0.0784970908778259,0.749630828731473,0.649905647794873,0.672969942690457,1,0.829968078755858,0.699823524555695,0.640012567609536
"United Kingdom",-0.29663689766755,0.883728006188939,0.841233680897522,0.893439560367053,-0.122073129964781,0.861771692738864,0.881139789521807,0.920179919870565,0.911846484829317,0.727224884122884,0.851849744431988,0.927306912718781,0.903644704953464,0.866215557567027,0.874023599737954,0.538349129583861,0.720393019275099,0.136652839012216,0.900368026930032,0.556762094490947,0.821662804647207,0.793285724721603,0.892581404011422,0.928382872783426,0.949977452225083,0.855919099953904,0.366857772081144,0.910417424911675,0.904798935713188,-0.0610717562638873,0.959894220620146,0.929781827466676,0.17923543923223,0.875255518240453,0.769485485490581,0.916020316382061,0.829968078755858,1,0.75446303312378,0.746717198924197
"United States",0.0612497982768319,0.85992589049758,0.463860308409154,0.856902085905395,0.0633887660453677,0.887788680609976,0.870579630722785,0.591238484257694,0.850082808856553,0.861912262839194,0.763839300955236,0.646235138013404,0.84090565775267,0.883069787178335,0.88335123561313,0.138889476586675,0.325507334765031,0.182295520096879,0.832679471808853,0.881278687587431,0.87423113558427,0.890483949741735,0.819198406725723,0.802312593633738,0.643582232250074,0.787574434872542,0.78637794920556,0.850923248584571,0.891538983587012,0.164359862812265,0.716301728589734,0.805223404423767,0.312170192869737,0.669098737111238,0.881462360478141,0.732648322601901,0.699823524555695,0.75446303312378,1,0.874781297424834
"Uruguay",-0.106248300312775,0.836084892778494,0.456470536133963,0.89781897008016,-0.108316471720092,0.926201284627564,0.915613497332494,0.57958864530949,0.882145232258258,0.947177745294622,0.885599106465995,0.591812177758277,0.871291740997423,0.847897587188545,0.915636161530516,0.263195844765481,0.360358413999447,0.0789652527505395,0.836482738386627,0.790510256830549,0.966206969325934,0.926830482002464,0.816358870542349,0.799313263256351,0.658811550121336,0.819997249546364,0.545892363426802,0.816733278432764,0.879184000090939,0.0709078544406621,0.715926299203903,0.826801730759122,0.439562286786643,0.635602555358145,0.894343202098254,0.71872076559888,0.640012567609536,0.746717198924197,0.874781297424834,1
